,country,area,size,date,price
25,Indonesia,ACEH,100-109.9 pcs/kg,2020-01-06,46000.0
26,Indonesia,ACEH,100-109.9 pcs/kg,2020-01-13,46000.0
27,Indonesia,ACEH,100-109.9 pcs/kg,2020-01-20,44000.0
28,Indonesia,ACEH,100-109.9 pcs/kg,2020-01-27,43000.0
29,Indonesia,ACEH,100-109.9 pcs/kg,2020-02-03,43000.0
30,Indonesia,ACEH,100-109.9 pcs/kg,2020-02-10,43000.0
31,Indonesia,ACEH,100-109.9 pcs/kg,2020-02-17,43000.0
32,Indonesia,ACEH,100-109.9 pcs/kg,2020-02-24,43000.0
33,Indonesia,ACEH,100-109.9 pcs/kg,2020-03-02,45000.0
34,Indonesia,ACEH,100-109.9 pcs/kg,2020-03-09,45000.0
35,Indonesia,ACEH,100-109.9 pcs/kg,2020-03-16,45000.0
36,Indonesia,ACEH,100-109.9 pcs/kg,2020-03-23,42000.0
37,Indonesia,ACEH,100-109.9 pcs/kg,2020-03-30,42000.0
38,Indonesia,ACEH,100-109.9 pcs/kg,2020-04-06,41000.0
39,Indonesia,ACEH,100-109.9 pcs/kg,2020-04-13,42000.0
40,Indonesia,ACEH,100-109.9 pcs/kg,2020-04-20,43000.0
41,Indonesia,ACEH,100-109.9 pcs/kg,2020-04-27,45000.0
42,Indonesia,ACEH,100-109.9 pcs/kg,2020-05-04,46000.0
43,Indonesia,ACEH,100-109.9 pcs/kg,2020-05-11,46000.0
44,Indonesia,ACEH,100-109.9 pcs/kg,2020-05-18,48000.0
45,Indonesia,ACEH,100-109.9 pcs/kg,2020-05-25,49000.0
46,Indonesia,ACEH,100-109.9 pcs/kg,2020-06-01,49000.0
47,Indonesia,ACEH,100-109.9 pcs/kg,2020-06-08,49000.0
48,Indonesia,ACEH,100-109.9 pcs/kg,2020-06-15,49000.0
49,Indonesia,ACEH,100-109.9 pcs/kg,2020-06-22,49000.0
50,Indonesia,ACEH,100-109.9 pcs/kg,2020-06-29,49000.0
51,Indonesia,ACEH,100-109.9 pcs/kg,2020-07-06,49000.0
52,Indonesia,ACEH,100-109.9 pcs/kg,2020-07-13,49000.0
53,Indonesia,ACEH,100-109.9 pcs/kg,2020-07-20,49000.0
54,Indonesia,ACEH,100-109.9 pcs/kg,2020-07-27,49000.0
55,Indonesia,ACEH,100-109.9 pcs/kg,2020-08-03,49000.0
56,Indonesia,ACEH,100-109.9 pcs/kg,2020-08-10,52000.0
57,Indonesia,ACEH,100-109.9 pcs/kg,2020-08-17,52000.0
58,Indonesia,ACEH,100-109.9 pcs/kg,2020-08-24,52000.0
59,Indonesia,ACEH,100-109.9 pcs/kg,2020-08-31,52000.0
60,Indonesia,ACEH,100-109.9 pcs/kg,2020-09-07,52000.0
61,Indonesia,ACEH,100-109.9 pcs/kg,2020-09-14,52000.0
62,Indonesia,ACEH,100-109.9 pcs/kg,2020-09-21,52000.0
63,Indonesia,ACEH,100-109.9 pcs/kg,2020-09-28,52000.0
64,Indonesia,ACEH,100-109.9 pcs/kg,2020-10-05,51000.0
65,Indonesia,ACEH,100-109.9 pcs/kg,2020-10-12,51000.0
66,Indonesia,ACEH,100-109.9 pcs/kg,2020-10-19,49000.0
67,Indonesia,ACEH,100-109.9 pcs/kg,2020-10-26,49000.0
68,Indonesia,ACEH,100-109.9 pcs/kg,2020-11-02,50500.0
69,Indonesia,ACEH,100-109.9 pcs/kg,2020-11-09,45000.0
70,Indonesia,ACEH,100-109.9 pcs/kg,2020-11-16,45000.0
71,Indonesia,ACEH,100-109.9 pcs/kg,2020-11-23,45000.0
72,Indonesia,ACEH,100-109.9 pcs/kg,2020-11-30,47000.0
73,Indonesia,ACEH,100-109.9 pcs/kg,2020-12-07,47000.0
74,Indonesia,ACEH,100-109.9 pcs/kg,2020-12-14,47000.0
75,Indonesia,ACEH,100-109.9 pcs/kg,2020-12-21,45000.0
76,Indonesia,ACEH,100-109.9 pcs/kg,2020-12-28,45000.0
77,Indonesia,ACEH,100-109.9 pcs/kg,2021-01-04,45000.0
78,Indonesia,ACEH,100-109.9 pcs/kg,2021-01-11,46000.0
79,Indonesia,ACEH,100-109.9 pcs/kg,2021-01-18,46000.0
80,Indonesia,ACEH,100-109.9 pcs/kg,2021-01-25,46000.0
81,Indonesia,ACEH,100-109.9 pcs/kg,2021-02-01,46000.0
82,Indonesia,ACEH,100-109.9 pcs/kg,2021-02-08,46000.0
83,Indonesia,ACEH,100-109.9 pcs/kg,2021-02-15,46000.0
84,Indonesia,ACEH,100-109.9 pcs/kg,2021-02-22,46000.0
85,Indonesia,ACEH,100-109.9 pcs/kg,2021-03-01,46000.0
86,Indonesia,ACEH,100-109.9 pcs/kg,2021-03-08,46000.0
87,Indonesia,ACEH,100-109.9 pcs/kg,2021-03-15,46000.0
88,Indonesia,ACEH,100-109.9 pcs/kg,2021-03-22,46000.0
89,Indonesia,ACEH,100-109.9 pcs/kg,2021-03-29,46000.0
90,Indonesia,ACEH,100-109.9 pcs/kg,2021-04-05,47000.0
91,Indonesia,ACEH,100-109.9 pcs/kg,2021-04-12,47000.0
92,Indonesia,ACEH,100-109.9 pcs/kg,2021-04-19,47000.0
93,Indonesia,ACEH,100-109.9 pcs/kg,2021-04-26,47000.0
94,Indonesia,ACEH,100-109.9 pcs/kg,2021-05-03,47000.0
95,Indonesia,ACEH,100-109.9 pcs/kg,2021-05-10,47000.0
96,Indonesia,ACEH,100-109.9 pcs/kg,2021-05-17,47000.0
97,Indonesia,ACEH,100-109.9 pcs/kg,2021-05-24,47000.0
98,Indonesia,ACEH,100-109.9 pcs/kg,2021-05-31,47000.0
99,Indonesia,ACEH,100-109.9 pcs/kg,2021-06-07,47000.0
100,Indonesia,ACEH,100-109.9 pcs/kg,2021-06-14,47000.0
101,Indonesia,ACEH,100-109.9 pcs/kg,2021-06-21,47000.0
102,Indonesia,ACEH,100-109.9 pcs/kg,2021-06-28,47000.0
103,Indonesia,ACEH,100-109.9 pcs/kg,2021-07-05,47000.0
104,Indonesia,ACEH,100-109.9 pcs/kg,2021-07-12,47000.0
105,Indonesia,ACEH,100-109.9 pcs/kg,2021-07-19,44500.0
106,Indonesia,ACEH,100-109.9 pcs/kg,2021-07-26,42000.0
107,Indonesia,ACEH,100-109.9 pcs/kg,2021-08-02,42000.0
108,Indonesia,ACEH,100-109.9 pcs/kg,2021-08-09,42000.0
109,Indonesia,ACEH,100-109.9 pcs/kg,2021-08-16,42000.0
110,Indonesia,ACEH,100-109.9 pcs/kg,2021-08-23,40500.0
111,Indonesia,ACEH,100-109.9 pcs/kg,2021-08-30,40500.0
112,Indonesia,ACEH,100-109.9 pcs/kg,2021-09-06,40500.0
113,Indonesia,ACEH,100-109.9 pcs/kg,2021-09-13,40500.0
114,Indonesia,ACEH,100-109.9 pcs/kg,2021-09-20,40500.0
115,Indonesia,ACEH,100-109.9 pcs/kg,2021-09-27,40000.0
116,Indonesia,ACEH,100-109.9 pcs/kg,2021-10-04,40000.0
117,Indonesia,ACEH,100-109.9 pcs/kg,2021-10-11,38000.0
118,Indonesia,ACEH,100-109.9 pcs/kg,2021-10-18,38000.0
119,Indonesia,ACEH,100-109.9 pcs/kg,2021-10-25,38000.0
120,Indonesia,ACEH,100-109.9 pcs/kg,2021-11-01,38000.0
121,Indonesia,ACEH,100-109.9 pcs/kg,2021-11-08,38000.0
122,Indonesia,ACEH,100-109.9 pcs/kg,2021-11-15,38000.0
123,Indonesia,ACEH,100-109.9 pcs/kg,2021-11-22,39000.0
124,Indonesia,ACEH,100-109.9 pcs/kg,2021-11-29,40000.0
125,Indonesia,ACEH,100-109.9 pcs/kg,2021-12-06,40000.0
126,Indonesia,ACEH,100-109.9 pcs/kg,2021-12-13,40000.0
127,Indonesia,ACEH,100-109.9 pcs/kg,2021-12-20,40000.0
128,Indonesia,ACEH,100-109.9 pcs/kg,2021-12-27,40000.0
129,Indonesia,ACEH,100-109.9 pcs/kg,2022-01-03,40000.0
130,Indonesia,ACEH,100-109.9 pcs/kg,2022-01-10,40000.0
131,Indonesia,ACEH,100-109.9 pcs/kg,2022-01-17,40000.0
132,Indonesia,ACEH,100-109.9 pcs/kg,2022-01-24,40000.0
133,Indonesia,ACEH,100-109.9 pcs/kg,2022-01-31,40000.0
134,Indonesia,ACEH,100-109.9 pcs/kg,2022-02-07,40000.0
135,Indonesia,ACEH,100-109.9 pcs/kg,2022-02-14,41000.0
136,Indonesia,ACEH,100-109.9 pcs/kg,2022-02-21,41000.0
137,Indonesia,ACEH,100-109.9 pcs/kg,2022-02-28,41000.0
138,Indonesia,ACEH,100-109.9 pcs/kg,2022-03-07,41000.0
139,Indonesia,ACEH,100-109.9 pcs/kg,2022-03-14,42000.0
140,Indonesia,ACEH,100-109.9 pcs/kg,2022-03-21,42000.0
141,Indonesia,ACEH,100-109.9 pcs/kg,2022-03-28,42000.0
142,Indonesia,ACEH,100-109.9 pcs/kg,2022-04-04,42000.0
143,Indonesia,ACEH,100-109.9 pcs/kg,2022-04-11,42000.0
144,Indonesia,ACEH,100-109.9 pcs/kg,2022-04-18,42000.0
145,Indonesia,ACEH,100-109.9 pcs/kg,2022-04-25,42000.0
146,Indonesia,ACEH,100-109.9 pcs/kg,2022-05-02,41000.0
147,Indonesia,ACEH,100-109.9 pcs/kg,2022-05-09,40500.0
148,Indonesia,ACEH,100-109.9 pcs/kg,2022-05-16,38500.0
149,Indonesia,ACEH,100-109.9 pcs/kg,2022-05-23,37000.0
150,Indonesia,ACEH,100-109.9 pcs/kg,2022-05-30,36333.33
151,Indonesia,ACEH,100-109.9 pcs/kg,2022-06-06,36333.33
152,Indonesia,ACEH,100-109.9 pcs/kg,2022-06-13,36333.33
153,Indonesia,ACEH,100-109.9 pcs/kg,2022-06-20,37000.0
154,Indonesia,ACEH,100-109.9 pcs/kg,2022-06-27,39000.0
155,Indonesia,ACEH,100-109.9 pcs/kg,2022-07-04,39000.0
156,Indonesia,ACEH,100-109.9 pcs/kg,2022-07-11,40000.0
157,Indonesia,ACEH,100-109.9 pcs/kg,2022-07-18,41000.0
158,Indonesia,ACEH,100-109.9 pcs/kg,2022-07-25,41000.0
159,Indonesia,ACEH,100-109.9 pcs/kg,2022-08-01,41000.0
160,Indonesia,ACEH,100-109.9 pcs/kg,2022-08-08,41000.0
161,Indonesia,ACEH,100-109.9 pcs/kg,2022-08-15,41000.0
162,Indonesia,ACEH,100-109.9 pcs/kg,2022-08-22,41000.0
163,Indonesia,ACEH,100-109.9 pcs/kg,2022-08-29,41000.0
164,Indonesia,ACEH,100-109.9 pcs/kg,2022-09-05,41000.0
165,Indonesia,ACEH,100-109.9 pcs/kg,2022-09-12,41000.0
166,Indonesia,ACEH,100-109.9 pcs/kg,2022-09-19,41000.0
167,Indonesia,ACEH,100-109.9 pcs/kg,2022-09-26,40000.0
168,Indonesia,ACEH,100-109.9 pcs/kg,2022-10-03,40000.0
169,Indonesia,ACEH,100-109.9 pcs/kg,2022-10-10,38000.0
170,Indonesia,ACEH,100-109.9 pcs/kg,2022-10-17,38000.0
171,Indonesia,ACEH,100-109.9 pcs/kg,2022-10-24,38000.0
172,Indonesia,ACEH,100-109.9 pcs/kg,2022-10-31,40000.0
173,Indonesia,ACEH,100-109.9 pcs/kg,2022-11-07,40000.0
174,Indonesia,ACEH,100-109.9 pcs/kg,2022-11-14,40000.0
175,Indonesia,ACEH,100-109.9 pcs/kg,2022-11-21,41000.0
176,Indonesia,ACEH,100-109.9 pcs/kg,2022-11-28,41000.0
177,Indonesia,ACEH,100-109.9 pcs/kg,2022-12-05,42000.0
178,Indonesia,ACEH,100-109.9 pcs/kg,2022-12-12,42000.0
179,Indonesia,ACEH,100-109.9 pcs/kg,2022-12-19,42000.0
180,Indonesia,ACEH,100-109.9 pcs/kg,2022-12-26,42000.0
181,Indonesia,ACEH,100-109.9 pcs/kg,2023-01-02,42000.0
182,Indonesia,ACEH,100-109.9 pcs/kg,2023-01-09,42000.0
183,Indonesia,ACEH,100-109.9 pcs/kg,2023-01-16,42000.0
184,Indonesia,ACEH,100-109.9 pcs/kg,2023-01-23,42000.0
185,Indonesia,ACEH,100-109.9 pcs/kg,2023-01-30,42000.0
186,Indonesia,ACEH,100-109.9 pcs/kg,2023-02-06,42000.0
187,Indonesia,ACEH,100-109.9 pcs/kg,2023-02-13,42000.0
188,Indonesia,ACEH,100-109.9 pcs/kg,2023-02-20,42000.0
189,Indonesia,ACEH,100-109.9 pcs/kg,2023-02-27,43000.0
190,Indonesia,ACEH,100-109.9 pcs/kg,2023-03-06,43000.0
191,Indonesia,ACEH,100-109.9 pcs/kg,2023-03-13,43000.0
192,Indonesia,ACEH,100-109.9 pcs/kg,2023-03-20,43000.0
193,Indonesia,ACEH,100-109.9 pcs/kg,2023-03-27,54000.0
194,Indonesia,ACEH,100-109.9 pcs/kg,2023-04-03,54000.0
195,Indonesia,ACEH,100-109.9 pcs/kg,2023-04-10,54000.0
196,Indonesia,ACEH,100-109.9 pcs/kg,2023-04-17,54000.0
197,Indonesia,ACEH,100-109.9 pcs/kg,2023-04-24,54000.0
198,Indonesia,ACEH,100-109.9 pcs/kg,2023-05-01,51300.0
199,Indonesia,ACEH,100-109.9 pcs/kg,2023-05-08,47950.0
200,Indonesia,ACEH,100-109.9 pcs/kg,2023-05-15,51000.0
201,Indonesia,ACEH,100-109.9 pcs/kg,2023-05-22,49800.0
202,Indonesia,ACEH,100-109.9 pcs/kg,2023-05-29,49850.0
203,Indonesia,ACEH,100-109.9 pcs/kg,2023-06-05,43500.0
204,Indonesia,ACEH,100-109.9 pcs/kg,2023-06-12,41500.0
205,Indonesia,ACEH,100-109.9 pcs/kg,2023-06-19,42500.0
206,Indonesia,ACEH,100-109.9 pcs/kg,2023-06-26,40000.0
207,Indonesia,ACEH,100-109.9 pcs/kg,2023-07-03,40000.0
208,Indonesia,ACEH,100-109.9 pcs/kg,2023-07-10,41000.0
209,Indonesia,ACEH,100-109.9 pcs/kg,2023-07-17,42000.0
210,Indonesia,ACEH,100-109.9 pcs/kg,2023-07-24,40000.0
211,Indonesia,ACEH,100-109.9 pcs/kg,2023-07-31,40700.0
212,Indonesia,ACEH,100-109.9 pcs/kg,2023-08-07,42000.0
213,Indonesia,ACEH,100-109.9 pcs/kg,2023-08-14,41000.0
214,Indonesia,ACEH,100-109.9 pcs/kg,2023-08-21,41800.0
215,Indonesia,ACEH,100-109.9 pcs/kg,2023-08-28,42500.0
216,Indonesia,ACEH,100-109.9 pcs/kg,2023-09-04,40000.0
217,Indonesia,ACEH,100-109.9 pcs/kg,2023-09-18,40500.0
218,Indonesia,ACEH,100-109.9 pcs/kg,2023-09-25,44000.0
219,Indonesia,ACEH,100-109.9 pcs/kg,2023-10-02,39000.0
220,Indonesia,ACEH,110-119.9 pcs/kg,2023-05-01,48450.0
221,Indonesia,ACEH,110-119.9 pcs/kg,2023-05-08,47000.0
222,Indonesia,ACEH,110-119.9 pcs/kg,2023-05-22,49400.0
223,Indonesia,ACEH,110-119.9 pcs/kg,2023-06-12,42250.0
224,Indonesia,ACEH,110-119.9 pcs/kg,2023-06-19,41600.0
225,Indonesia,ACEH,110-119.9 pcs/kg,2023-07-10,41000.0
226,Indonesia,ACEH,110-119.9 pcs/kg,2023-08-07,40900.0
227,Indonesia,ACEH,110-119.9 pcs/kg,2023-08-14,38800.0
228,Indonesia,ACEH,110-119.9 pcs/kg,2023-08-21,38500.0
229,Indonesia,ACEH,110-119.9 pcs/kg,2023-08-28,38500.0
230,Indonesia,ACEH,110-119.9 pcs/kg,2023-10-02,40000.0
231,Indonesia,ACEH,120-129.9 pcs/kg,2023-05-01,46700.0
232,Indonesia,ACEH,120-129.9 pcs/kg,2023-05-08,48700.0
233,Indonesia,ACEH,120-129.9 pcs/kg,2023-08-14,39000.0
234,Indonesia,ACEH,120-129.9 pcs/kg,2023-09-04,37466.0
235,Indonesia,ACEH,120-129.9 pcs/kg,2023-09-11,39000.0
236,Indonesia,ACEH,120-129.9 pcs/kg,2023-09-18,36000.0
237,Indonesia,ACEH,120-129.9 pcs/kg,2023-09-25,35000.0
238,Indonesia,ACEH,120-129.9 pcs/kg,2023-10-02,40000.0
239,Indonesia,ACEH,130-139.9 pcs/kg,2023-05-01,44100.0
240,Indonesia,ACEH,130-139.9 pcs/kg,2023-05-22,45000.0
241,Indonesia,ACEH,130-139.9 pcs/kg,2023-06-19,43900.0
242,Indonesia,ACEH,130-139.9 pcs/kg,2023-06-26,39000.0
243,Indonesia,ACEH,130-139.9 pcs/kg,2023-07-03,35000.0
244,Indonesia,ACEH,130-139.9 pcs/kg,2023-08-07,37500.0
245,Indonesia,ACEH,130-139.9 pcs/kg,2023-08-14,27000.0
246,Indonesia,ACEH,130-139.9 pcs/kg,2023-08-21,29000.0
247,Indonesia,ACEH,130-139.9 pcs/kg,2023-09-04,36500.0
248,Indonesia,ACEH,130-139.9 pcs/kg,2023-09-11,35000.0
249,Indonesia,ACEH,130-139.9 pcs/kg,2023-09-18,38500.0
250,Indonesia,ACEH,130-139.9 pcs/kg,2023-10-02,36300.0
251,Indonesia,ACEH,140-149.9 pcs/kg,2023-05-01,42500.0
252,Indonesia,ACEH,140-149.9 pcs/kg,2023-05-22,41900.0
253,Indonesia,ACEH,140-149.9 pcs/kg,2023-05-29,39500.0
254,Indonesia,ACEH,140-149.9 pcs/kg,2023-06-12,43200.0
255,Indonesia,ACEH,140-149.9 pcs/kg,2023-06-19,41500.0
256,Indonesia,ACEH,140-149.9 pcs/kg,2023-07-03,34000.0
257,Indonesia,ACEH,140-149.9 pcs/kg,2023-08-14,35950.0
258,Indonesia,ACEH,140-149.9 pcs/kg,2023-08-21,37000.0
259,Indonesia,ACEH,150-159.9 pcs/kg,2023-05-15,42900.0
260,Indonesia,ACEH,150-159.9 pcs/kg,2023-07-03,33000.0
261,Indonesia,ACEH,150-159.9 pcs/kg,2023-07-31,25000.0
262,Indonesia,ACEH,150-159.9 pcs/kg,2023-08-07,25000.0
263,Indonesia,ACEH,150-159.9 pcs/kg,2023-08-14,25000.0
264,Indonesia,ACEH,150-159.9 pcs/kg,2023-08-21,25750.0
265,Indonesia,ACEH,150-159.9 pcs/kg,2023-08-28,25000.0
266,Indonesia,ACEH,150-159.9 pcs/kg,2023-09-18,35000.0
267,Indonesia,ACEH,150-159.9 pcs/kg,2023-09-25,40750.0
268,Indonesia,ACEH,160-169.9 pcs/kg,2023-05-29,39000.0
269,Indonesia,ACEH,160-169.9 pcs/kg,2023-07-31,31100.0
270,Indonesia,ACEH,160-169.9 pcs/kg,2023-08-21,30500.0
271,Indonesia,ACEH,170-179.9 pcs/kg,2023-05-29,38500.0
272,Indonesia,ACEH,170-179.9 pcs/kg,2023-08-07,29500.0
273,Indonesia,ACEH,180-189.9 pcs/kg,2023-05-08,39000.0
274,Indonesia,ACEH,180-189.9 pcs/kg,2023-06-12,35000.0
275,Indonesia,ACEH,180-189.9 pcs/kg,2023-08-21,30000.0
276,Indonesia,ACEH,190-199.9 pcs/kg,2023-05-15,37500.0
277,Indonesia,ACEH,190-199.9 pcs/kg,2023-06-05,34243.0
278,Indonesia,ACEH,20-29.9 pcs/kg,2023-05-22,34000.0
279,Indonesia,ACEH,20-29.9 pcs/kg,2023-05-29,86900.0
280,Indonesia,ACEH,20-29.9 pcs/kg,2023-06-19,83500.0
281,Indonesia,ACEH,20-29.9 pcs/kg,2023-07-17,95240.0
282,Indonesia,ACEH,20-29.9 pcs/kg,2023-07-24,89000.0
283,Indonesia,ACEH,20-29.9 pcs/kg,2023-07-31,88800.0
284,Indonesia,ACEH,20-29.9 pcs/kg,2023-09-04,86520.0
285,Indonesia,ACEH,20-29.9 pcs/kg,2023-09-25,83000.0
286,Indonesia,ACEH,20-29.9 pcs/kg,2023-10-02,82650.0
287,Indonesia,ACEH,20-29.9 pcs/kg,2023-10-09,84200.0
288,Indonesia,ACEH,20-29.9 pcs/kg,2023-10-16,90200.0
289,Indonesia,ACEH,200-209.9 pcs/kg,2023-05-15,39700.0
290,Indonesia,ACEH,200-209.9 pcs/kg,2023-05-29,36250.0
291,Indonesia,ACEH,200-209.9 pcs/kg,2023-07-31,31250.0
292,Indonesia,ACEH,210-219.9 pcs/kg,2023-06-19,34000.0
318,Indonesia,ACEH,30-39.9 pcs/kg,2020-01-06,89000.0
319,Indonesia,ACEH,30-39.9 pcs/kg,2020-01-13,89000.0
320,Indonesia,ACEH,30-39.9 pcs/kg,2020-01-20,85666.66
321,Indonesia,ACEH,30-39.9 pcs/kg,2020-01-27,82000.0
322,Indonesia,ACEH,30-39.9 pcs/kg,2020-02-03,82000.0
323,Indonesia,ACEH,30-39.9 pcs/kg,2020-02-10,82000.0
324,Indonesia,ACEH,30-39.9 pcs/kg,2020-02-17,82000.0
325,Indonesia,ACEH,30-39.9 pcs/kg,2020-02-24,82000.0
326,Indonesia,ACEH,30-39.9 pcs/kg,2020-03-02,84000.0
327,Indonesia,ACEH,30-39.9 pcs/kg,2020-03-09,84000.0
328,Indonesia,ACEH,30-39.9 pcs/kg,2020-03-16,84000.0
329,Indonesia,ACEH,30-39.9 pcs/kg,2020-03-23,80000.0
330,Indonesia,ACEH,30-39.9 pcs/kg,2020-03-30,80000.0
331,Indonesia,ACEH,30-39.9 pcs/kg,2020-04-06,80000.0
332,Indonesia,ACEH,30-39.9 pcs/kg,2020-04-13,82000.0
333,Indonesia,ACEH,30-39.9 pcs/kg,2020-04-20,83000.0
334,Indonesia,ACEH,30-39.9 pcs/kg,2020-04-27,83000.0
335,Indonesia,ACEH,30-39.9 pcs/kg,2020-05-04,87000.0
336,Indonesia,ACEH,30-39.9 pcs/kg,2020-05-11,87000.0
337,Indonesia,ACEH,30-39.9 pcs/kg,2020-05-18,90000.0
338,Indonesia,ACEH,30-39.9 pcs/kg,2020-05-25,91000.0
339,Indonesia,ACEH,30-39.9 pcs/kg,2020-06-01,91000.0
340,Indonesia,ACEH,30-39.9 pcs/kg,2020-06-08,90000.0
341,Indonesia,ACEH,30-39.9 pcs/kg,2020-06-15,90000.0
342,Indonesia,ACEH,30-39.9 pcs/kg,2020-06-22,90000.0
343,Indonesia,ACEH,30-39.9 pcs/kg,2020-06-29,90000.0
344,Indonesia,ACEH,30-39.9 pcs/kg,2020-07-06,90000.0
345,Indonesia,ACEH,30-39.9 pcs/kg,2020-07-13,90000.0
346,Indonesia,ACEH,30-39.9 pcs/kg,2020-07-20,90000.0
347,Indonesia,ACEH,30-39.9 pcs/kg,2020-07-27,90000.0
348,Indonesia,ACEH,30-39.9 pcs/kg,2020-08-03,90000.0
349,Indonesia,ACEH,30-39.9 pcs/kg,2020-08-10,91000.0
350,Indonesia,ACEH,30-39.9 pcs/kg,2020-08-17,91000.0
351,Indonesia,ACEH,30-39.9 pcs/kg,2020-08-24,91000.0
352,Indonesia,ACEH,30-39.9 pcs/kg,2020-08-31,91000.0
353,Indonesia,ACEH,30-39.9 pcs/kg,2020-09-07,91000.0
354,Indonesia,ACEH,30-39.9 pcs/kg,2020-09-14,91000.0
355,Indonesia,ACEH,30-39.9 pcs/kg,2020-09-21,91000.0
356,Indonesia,ACEH,30-39.9 pcs/kg,2020-09-28,91000.0
357,Indonesia,ACEH,30-39.9 pcs/kg,2020-10-05,88000.0
358,Indonesia,ACEH,30-39.9 pcs/kg,2020-10-12,88000.0
359,Indonesia,ACEH,30-39.9 pcs/kg,2020-10-19,86000.0
360,Indonesia,ACEH,30-39.9 pcs/kg,2020-10-26,86000.0
361,Indonesia,ACEH,30-39.9 pcs/kg,2020-11-02,83500.0
362,Indonesia,ACEH,30-39.9 pcs/kg,2020-11-09,80000.0
363,Indonesia,ACEH,30-39.9 pcs/kg,2020-11-16,80000.0
364,Indonesia,ACEH,30-39.9 pcs/kg,2020-11-23,80000.0
365,Indonesia,ACEH,30-39.9 pcs/kg,2020-11-30,83000.0
366,Indonesia,ACEH,30-39.9 pcs/kg,2020-12-07,83000.0
367,Indonesia,ACEH,30-39.9 pcs/kg,2020-12-14,83000.0
368,Indonesia,ACEH,30-39.9 pcs/kg,2020-12-21,80000.0
369,Indonesia,ACEH,30-39.9 pcs/kg,2020-12-28,80000.0
370,Indonesia,ACEH,30-39.9 pcs/kg,2021-01-04,80000.0
371,Indonesia,ACEH,30-39.9 pcs/kg,2021-01-11,81000.0
372,Indonesia,ACEH,30-39.9 pcs/kg,2021-01-18,81000.0
373,Indonesia,ACEH,30-39.9 pcs/kg,2021-01-25,81000.0
374,Indonesia,ACEH,30-39.9 pcs/kg,2021-02-01,81000.0
375,Indonesia,ACEH,30-39.9 pcs/kg,2021-02-08,81000.0
376,Indonesia,ACEH,30-39.9 pcs/kg,2021-02-15,81000.0
377,Indonesia,ACEH,30-39.9 pcs/kg,2021-02-22,81000.0
378,Indonesia,ACEH,30-39.9 pcs/kg,2021-03-01,81000.0
379,Indonesia,ACEH,30-39.9 pcs/kg,2021-03-08,81000.0
380,Indonesia,ACEH,30-39.9 pcs/kg,2021-03-15,81000.0
381,Indonesia,ACEH,30-39.9 pcs/kg,2021-03-22,81000.0
382,Indonesia,ACEH,30-39.9 pcs/kg,2021-03-29,81000.0
383,Indonesia,ACEH,30-39.9 pcs/kg,2021-04-05,82000.0
384,Indonesia,ACEH,30-39.9 pcs/kg,2021-04-12,82000.0
385,Indonesia,ACEH,30-39.9 pcs/kg,2021-04-19,84000.0
386,Indonesia,ACEH,30-39.9 pcs/kg,2021-04-26,84000.0
387,Indonesia,ACEH,30-39.9 pcs/kg,2021-05-03,84000.0
388,Indonesia,ACEH,30-39.9 pcs/kg,2021-05-10,84000.0
389,Indonesia,ACEH,30-39.9 pcs/kg,2021-05-17,84000.0
390,Indonesia,ACEH,30-39.9 pcs/kg,2021-05-24,84000.0
391,Indonesia,ACEH,30-39.9 pcs/kg,2021-05-31,84000.0
392,Indonesia,ACEH,30-39.9 pcs/kg,2021-06-07,84000.0
393,Indonesia,ACEH,30-39.9 pcs/kg,2021-06-14,89000.0
394,Indonesia,ACEH,30-39.9 pcs/kg,2021-06-21,89000.0
395,Indonesia,ACEH,30-39.9 pcs/kg,2021-06-28,89000.0
396,Indonesia,ACEH,30-39.9 pcs/kg,2021-07-05,93000.0
397,Indonesia,ACEH,30-39.9 pcs/kg,2021-07-12,93000.0
398,Indonesia,ACEH,30-39.9 pcs/kg,2021-07-19,90000.0
399,Indonesia,ACEH,30-39.9 pcs/kg,2021-07-26,87000.0
400,Indonesia,ACEH,30-39.9 pcs/kg,2021-08-02,87000.0
401,Indonesia,ACEH,30-39.9 pcs/kg,2021-08-09,87000.0
402,Indonesia,ACEH,30-39.9 pcs/kg,2021-08-16,87000.0
403,Indonesia,ACEH,30-39.9 pcs/kg,2021-08-23,85500.0
404,Indonesia,ACEH,30-39.9 pcs/kg,2021-08-30,85500.0
405,Indonesia,ACEH,30-39.9 pcs/kg,2021-09-06,85500.0
406,Indonesia,ACEH,30-39.9 pcs/kg,2021-09-13,85500.0
407,Indonesia,ACEH,30-39.9 pcs/kg,2021-09-20,85500.0
408,Indonesia,ACEH,30-39.9 pcs/kg,2021-09-27,85000.0
409,Indonesia,ACEH,30-39.9 pcs/kg,2021-10-04,85000.0
410,Indonesia,ACEH,30-39.9 pcs/kg,2021-10-11,85000.0
411,Indonesia,ACEH,30-39.9 pcs/kg,2021-10-18,85000.0
412,Indonesia,ACEH,30-39.9 pcs/kg,2021-10-25,85000.0
413,Indonesia,ACEH,30-39.9 pcs/kg,2021-11-01,85000.0
414,Indonesia,ACEH,30-39.9 pcs/kg,2021-11-08,85000.0
415,Indonesia,ACEH,30-39.9 pcs/kg,2021-11-15,85000.0
416,Indonesia,ACEH,30-39.9 pcs/kg,2021-11-22,86000.0
417,Indonesia,ACEH,30-39.9 pcs/kg,2021-11-29,87000.0
